timestamp,pm25,pm10,co,no2,so2,o3,location
2025-10-25 20:00:00,26.9,30.9,395.0,26.3,9.8,67.0,Karachi
2025-10-25 21:00:00,24.8,28.6,360.0,19.6,8.8,73.0,Karachi
2025-10-25 22:00:00,23.0,26.6,307.0,14.6,8.2,76.0,Karachi
2025-10-25 23:00:00,21.5,24.8,295.0,11.0,7.9,79.0,Karachi
2025-10-26 00:00:00,21.0,24.0,371.0,11.7,8.3,74.0,Karachi
2025-10-26 01:00:00,21.2,24.2,634.0,19.5,9.6,69.0,Karachi
2025-10-26 02:00:00,24.4,27.0,986.0,30.0,11.4,62.0,Karachi
2025-10-26 03:00:00,29.6,31.4,1179.0,34.8,13.0,66.0,Karachi
2025-10-26 04:00:00,29.3,31.7,1062.0,28.6,14.5,90.0,Karachi
2025-10-26 05:00:00,25.8,29.2,786.0,16.9,15.9,124.0,Karachi
2025-10-26 06:00:00,16.0,18.2,559.0,7.7,16.2,149.0,Karachi
2025-10-26 07:00:00,11.2,13.4,456.0,4.4,14.5,157.0,Karachi
2025-10-26 08:00:00,10.5,12.9,403.0,3.7,11.7,157.0,Karachi
2025-10-26 09:00:00,10.9,13.2,384.0,3.9,9.6,154.0,Karachi
2025-10-26 10:00:00,11.6,14.1,405.0,4.1,8.8,152.0,Karachi
2025-10-26 11:00:00,12.4,15.1,461.0,5.2,8.6,148.0,Karachi
2025-10-26 12:00:00,23.4,28.0,516.0,8.6,8.8,136.0,Karachi
2025-10-26 13:00:00,26.5,29.6,567.0,16.3,10.1,121.0,Karachi
2025-10-26 14:00:00,29.2,31.9,619.0,26.7,11.8,99.0,Karachi
2025-10-26 15:00:00,30.9,33.4,648.0,33.8,13.1,83.0,Karachi
2025-10-26 16:00:00,30.7,33.2,647.0,34.9,13.6,76.0,Karachi
2025-10-26 17:00:00,29.7,31.9,623.0,32.5,13.6,73.0,Karachi
2025-10-26 18:00:00,28.1,30.0,578.0,28.6,13.3,74.0,Karachi
2025-10-26 19:00:00,25.8,27.5,496.0,22.5,12.7,81.0,Karachi
2025-10-26 20:00:00,24.2,25.8,392.0,14.8,11.7,91.0,Karachi
2025-10-26 21:00:00,24.2,25.6,317.0,9.0,11.0,98.0,Karachi
2025-10-26 22:00:00,24.8,26.7,273.0,6.1,10.5,98.0,Karachi
2025-10-26 23:00:00,24.9,27.8,258.0,5.1,10.2,94.0,Karachi
2025-10-27 00:00:00,24.9,29.1,308.0,6.7,10.5,89.0,Karachi
2025-10-27 01:00:00,24.4,29.3,497.0,12.9,11.2,79.0,Karachi
2025-10-27 02:00:00,25.7,31.0,751.0,21.1,12.2,66.0,Karachi
2025-10-27 03:00:00,28.1,32.5,893.0,25.2,13.0,65.0,Karachi
2025-10-27 04:00:00,26.7,32.6,813.0,21.1,13.6,87.0,Karachi
2025-10-27 05:00:00,21.0,27.3,620.0,12.9,13.9,120.0,Karachi
2025-10-27 06:00:00,19.0,24.0,461.0,6.4,13.5,145.0,Karachi
2025-10-27 07:00:00,17.6,22.1,387.0,4.1,11.6,151.0,Karachi
2025-10-27 08:00:00,16.8,21.6,347.0,3.5,8.9,149.0,Karachi
2025-10-27 09:00:00,16.8,21.8,336.0,3.7,6.9,145.0,Karachi
2025-10-27 10:00:00,17.0,21.9,355.0,3.9,6.2,143.0,Karachi
2025-10-27 11:00:00,17.3,22.1,403.0,4.8,6.1,139.0,Karachi
2025-10-27 12:00:00,28.9,35.2,469.0,8.4,6.8,131.0,Karachi
2025-10-27 13:00:00,31.3,36.1,579.0,15.8,8.0,114.0,Karachi
2025-10-27 14:00:00,32.7,36.8,708.0,25.7,9.6,91.0,Karachi
2025-10-27 15:00:00,34.0,37.4,768.0,31.3,11.1,77.0,Karachi
2025-10-27 16:00:00,32.6,35.4,703.0,28.5,12.3,80.0,Karachi
2025-10-27 17:00:00,30.5,33.1,569.0,21.4,13.4,91.0,Karachi
2025-10-27 18:00:00,29.8,32.2,454.0,15.1,13.9,100.0,Karachi
2025-10-27 19:00:00,29.2,31.8,385.0,11.4,13.5,103.0,Karachi
2025-10-27 20:00:00,28.5,31.1,336.0,8.5,12.6,104.0,Karachi
2025-10-27 21:00:00,28.2,31.1,307.0,6.6,11.8,102.0,Karachi
2025-10-27 22:00:00,28.9,32.2,287.0,5.5,11.2,97.0,Karachi
2025-10-27 23:00:00,30.0,33.8,289.0,5.4,10.6,90.0,Karachi
2025-10-28 00:00:00,30.6,34.2,353.0,7.2,11.0,85.0,Karachi
2025-10-28 01:00:00,31.8,35.7,557.0,12.6,12.1,78.0,Karachi
2025-10-28 02:00:00,34.2,38.6,824.0,19.9,13.5,71.0,Karachi
2025-10-28 03:00:00,37.1,41.3,963.0,23.4,14.7,72.0,Karachi
2025-10-28 04:00:00,38.1,44.9,850.0,19.5,15.5,92.0,Karachi
2025-10-28 05:00:00,39.8,48.0,608.0,11.9,15.9,121.0,Karachi
2025-10-28 06:00:00,39.6,47.0,421.0,6.0,15.8,144.0,Karachi
2025-10-28 07:00:00,37.0,44.1,361.0,3.9,14.6,156.0,Karachi
2025-10-28 08:00:00,31.9,39.7,354.0,3.5,12.8,162.0,Karachi
2025-10-28 09:00:00,30.3,40.5,368.0,3.8,11.4,164.0,Karachi
2025-10-28 10:00:00,31.0,43.2,395.0,4.4,10.9,161.0,Karachi
2025-10-28 11:00:00,31.7,44.2,443.0,5.8,10.8,154.0,Karachi
2025-10-28 12:00:00,32.5,44.1,492.0,8.0,11.5,146.0,Karachi
2025-10-28 13:00:00,34.7,44.5,550.0,12.2,12.2,133.0,Karachi
2025-10-28 14:00:00,36.2,45.8,610.0,17.9,13.2,116.0,Karachi
2025-10-28 15:00:00,38.1,46.7,636.0,21.4,14.0,103.0,Karachi
2025-10-28 16:00:00,40.7,47.7,605.0,20.9,14.4,100.0,Karachi
2025-10-28 17:00:00,43.9,49.5,540.0,18.3,14.6,102.0,Karachi
2025-10-28 18:00:00,47.6,52.2,477.0,15.3,14.8,105.0,Karachi
2025-10-28 19:00:00,49.7,53.9,424.0,12.2,14.9,108.0,Karachi
2025-10-28 20:00:00,49.7,54.0,374.0,8.8,14.9,112.0,Karachi
2025-10-28 21:00:00,48.8,53.4,340.0,6.3,14.9,113.0,Karachi
2025-10-28 22:00:00,47.4,52.5,311.0,5.0,14.8,110.0,Karachi
2025-10-28 23:00:00,45.6,51.3,299.0,4.8,14.7,105.0,Karachi
2025-10-29 00:00:00,47.3,53.1,350.0,6.2,15.6,101.0,Karachi
2025-10-29 01:00:00,45.9,52.2,545.0,11.2,16.4,92.0,Karachi
2025-10-29 02:00:00,46.7,53.3,805.0,17.8,17.4,81.0,Karachi
2025-10-29 03:00:00,48.3,54.6,935.0,21.0,17.5,78.0,Karachi
2025-10-29 04:00:00,47.0,55.8,811.0,17.5,16.2,92.0,Karachi
2025-10-29 05:00:00,41.7,49.2,557.0,10.5,14.1,115.0,Karachi
2025-10-29 06:00:00,36.1,41.6,361.0,5.2,11.9,132.0,Karachi
2025-10-29 07:00:00,30.5,35.0,296.0,3.4,9.7,136.0,Karachi
2025-10-29 08:00:00,25.7,28.9,287.0,3.2,7.4,133.0,Karachi
2025-10-29 09:00:00,22.1,24.4,298.0,3.6,5.8,129.0,Karachi
2025-10-29 10:00:00,19.2,21.0,321.0,4.1,5.2,125.0,Karachi
2025-10-29 11:00:00,17.4,18.8,364.0,5.2,5.3,119.0,Karachi
2025-10-29 12:00:00,21.1,22.9,413.0,7.9,5.9,110.0,Karachi
2025-10-29 13:00:00,22.8,24.2,477.0,12.9,6.8,98.0,Karachi
2025-10-29 14:00:00,23.1,24.4,547.0,19.7,8.0,81.0,Karachi
2025-10-29 15:00:00,23.7,25.4,585.0,24.7,9.0,67.0,Karachi
2025-10-29 16:00:00,25.2,27.2,573.0,26.6,9.5,59.0,Karachi
2025-10-29 17:00:00,26.7,29.2,529.0,26.7,9.7,55.0,Karachi
2025-10-29 18:00:00,28.9,32.0,473.0,25.0,9.7,54.0,Karachi
2025-10-29 19:00:00,31.2,35.0,400.0,20.3,9.3,59.0,Karachi
2025-10-29 20:00:00,32.6,36.8,315.0,13.7,8.6,69.0,Karachi
2025-10-29 21:00:00,32.2,36.4,257.0,8.8,8.1,75.0,Karachi
2025-10-29 22:00:00,31.1,35.4,221.0,6.6,7.8,76.0,Karachi
2025-10-29 23:00:00,29.5,34.0,212.0,6.1,7.8,73.0,Karachi
2025-10-30 00:00:00,35.3,40.2,283.0,7.4,9.6,75.0,Karachi
2025-10-30 01:00:00,34.5,39.5,528.0,12.6,10.6,68.0,Karachi
2025-10-30 02:00:00,35.2,40.3,854.0,19.4,12.0,58.0,Karachi
2025-10-30 03:00:00,37.0,41.9,1026.0,22.6,12.9,59.0,Karachi
2025-10-30 04:00:00,34.9,42.3,895.0,18.5,13.0,79.0,Karachi
2025-10-30 05:00:00,31.8,39.9,611.0,10.8,12.7,108.0,Karachi
2025-10-30 06:00:00,27.4,31.8,394.0,4.9,12.1,131.0,Karachi
2025-10-30 07:00:00,25.0,28.2,334.0,3.1,11.3,140.0,Karachi
2025-10-30 08:00:00,24.2,27.3,341.0,3.1,10.2,143.0,Karachi
2025-10-30 09:00:00,23.9,27.1,362.0,3.7,9.5,143.0,Karachi
2025-10-30 10:00:00,24.3,27.8,387.0,4.0,9.2,142.0,Karachi
2025-10-30 11:00:00,24.6,28.3,427.0,5.0,9.3,138.0,Karachi
2025-10-30 12:00:00,28.4,32.1,457.0,8.3,9.8,128.0,Karachi
2025-10-30 13:00:00,32.1,35.2,466.0,16.2,11.0,111.0,Karachi
2025-10-30 14:00:00,34.9,38.2,465.0,26.9,12.8,88.0,Karachi
2025-10-30 15:00:00,38.0,41.4,465.0,34.7,14.1,70.0,Karachi
2025-10-30 16:00:00,40.6,44.1,478.0,37.4,14.7,60.0,Karachi
2025-10-30 17:00:00,40.0,43.7,492.0,37.0,14.9,56.0,Karachi
2025-10-30 18:00:00,37.4,41.1,484.0,33.9,14.9,57.0,Karachi
2025-10-30 19:00:00,34.9,38.6,429.0,26.5,14.7,67.0,Karachi
2025-10-30 20:00:00,34.0,38.1,350.0,16.3,14.3,83.0,Karachi
2025-10-30 21:00:00,34.9,39.1,298.0,8.7,14.1,95.0,Karachi
2025-10-30 22:00:00,36.3,40.7,249.0,5.3,14.1,99.0,Karachi
2025-10-30 23:00:00,37.7,42.5,226.0,4.5,14.3,99.0,Karachi
2025-10-31 00:00:00,39.0,44.5,343.0,8.6,14.4,83.0,Karachi
2025-10-31 01:00:00,40.7,46.6,772.0,16.7,15.5,73.0,Karachi
2025-10-31 02:00:00,44.5,50.8,1341.0,27.5,17.1,62.0,Karachi
2025-10-31 03:00:00,48.9,54.8,1645.0,33.0,18.5,61.0,Karachi
2025-10-31 04:00:00,49.7,58.4,1425.0,27.9,20.0,83.0,Karachi
2025-10-31 05:00:00,50.3,65.7,940.0,17.5,21.5,117.0,Karachi
2025-10-31 06:00:00,50.5,79.4,566.0,9.3,21.6,142.0,Karachi
2025-10-31 07:00:00,48.7,83.6,457.0,5.9,19.3,150.0,Karachi
2025-10-31 08:00:00,47.4,76.6,459.0,4.7,15.6,150.0,Karachi
2025-10-31 09:00:00,45.9,69.4,488.0,5.0,12.9,147.0,Karachi
2025-10-31 10:00:00,44.0,63.3,472.0,4.4,11.6,145.0,Karachi
2025-10-31 11:00:00,43.1,59.1,483.0,5.3,11.3,139.0,Karachi
2025-10-31 12:00:00,53.9,73.6,649.0,15.3,15.3,126.0,Karachi
2025-10-31 13:00:00,80.1,95.2,1150.0,38.3,20.6,95.0,Karachi
2025-10-31 14:00:00,93.1,107.1,1807.0,69.8,28.0,53.0,Karachi
2025-10-31 15:00:00,93.6,106.9,2213.0,91.0,33.1,22.0,Karachi
2025-10-31 16:00:00,95.7,107.8,2161.0,92.4,34.4,13.0,Karachi
2025-10-31 17:00:00,95.0,105.2,1858.0,83.5,33.5,15.0,Karachi
2025-10-31 18:00:00,95.5,105.0,1516.0,74.6,31.4,17.0,Karachi
2025-10-31 19:00:00,96.4,106.4,1153.0,68.5,27.9,15.0,Karachi
2025-10-31 20:00:00,95.7,105.2,752.0,62.5,23.2,13.0,Karachi
2025-10-31 21:00:00,91.3,98.3,474.0,58.2,19.4,12.0,Karachi
2025-10-31 22:00:00,82.0,88.5,366.0,56.9,17.2,13.0,Karachi
2025-10-31 23:00:00,74.5,81.3,381.0,57.4,15.8,16.0,Karachi
2025-11-01 00:00:00,70.1,77.1,539.0,56.3,15.4,18.0,Karachi
2025-11-01 01:00:00,68.9,75.7,950.0,57.7,16.4,13.0,Karachi
2025-11-01 02:00:00,73.8,80.3,1503.0,59.1,17.9,9.0,Karachi
2025-11-01 03:00:00,81.5,86.8,1886.0,55.9,20.8,17.0,Karachi
2025-11-01 04:00:00,82.0,88.2,1958.0,44.0,26.9,50.0,Karachi
2025-11-01 05:00:00,69.8,81.5,1861.0,27.5,34.3,97.0,Karachi
2025-11-01 06:00:00,62.6,80.8,1707.0,14.8,38.1,135.0,Karachi
2025-11-01 07:00:00,59.4,78.5,1496.0,8.9,35.1,156.0,Karachi
2025-11-01 08:00:00,55.8,72.6,1228.0,6.7,28.5,169.0,Karachi
2025-11-01 09:00:00,52.0,66.6,1023.0,7.2,23.5,175.0,Karachi
2025-11-01 10:00:00,49.5,62.6,913.0,8.4,22.1,176.0,Karachi
2025-11-01 11:00:00,47.7,59.8,864.0,12.3,22.1,169.0,Karachi
2025-11-01 12:00:00,53.4,65.0,896.0,20.3,23.9,153.0,Karachi
2025-11-01 13:00:00,71.5,79.2,1068.0,43.2,23.7,116.0,Karachi
2025-11-01 14:00:00,73.3,80.3,1321.0,74.6,23.6,66.0,Karachi
2025-11-01 15:00:00,73.1,80.1,1495.0,97.4,24.6,27.0,Karachi
2025-11-01 16:00:00,77.8,85.4,1534.0,103.9,28.2,13.0,Karachi
2025-11-01 17:00:00,86.1,94.3,1494.0,101.9,32.8,10.0,Karachi
2025-11-01 18:00:00,89.9,97.8,1382.0,97.2,34.8,10.0,Karachi
2025-11-01 19:00:00,88.0,95.0,1151.0,90.6,31.5,9.0,Karachi
2025-11-01 20:00:00,84.5,91.0,849.0,81.4,25.6,10.0,Karachi
2025-11-01 21:00:00,81.0,87.1,620.0,73.3,21.0,11.0,Karachi
2025-11-01 22:00:00,75.0,80.3,489.0,67.5,19.1,12.0,Karachi
2025-11-01 23:00:00,65.2,70.5,432.0,62.9,18.5,14.0,Karachi
2025-11-02 00:00:00,61.7,66.8,523.0,59.7,17.7,12.0,Karachi
2025-11-02 01:00:00,58.2,63.1,912.0,61.0,19.1,10.0,Karachi
2025-11-02 02:00:00,62.4,67.1,1449.0,62.1,21.3,9.0,Karachi
2025-11-02 03:00:00,67.8,72.2,1761.0,58.4,25.6,20.0,Karachi
2025-11-02 04:00:00,66.8,71.7,1634.0,45.4,34.7,54.0,Karachi
2025-11-02 05:00:00,53.9,62.2,1282.0,27.6,45.8,101.0,Karachi
2025-11-02 06:00:00,39.1,46.4,973.0,14.0,51.9,139.0,Karachi
2025-11-02 07:00:00,34.1,40.0,792.0,8.0,48.4,161.0,Karachi
2025-11-02 08:00:00,34.8,40.5,653.0,6.1,39.8,174.0,Karachi
2025-11-02 09:00:00,36.6,42.4,567.0,7.0,32.6,178.0,Karachi
2025-11-02 10:00:00,38.1,44.0,527.0,10.9,29.5,171.0,Karachi
2025-11-02 11:00:00,39.2,45.3,541.0,17.6,27.8,156.0,Karachi
2025-11-02 12:00:00,43.3,49.4,641.0,24.4,27.0,133.0,Karachi
2025-11-02 13:00:00,49.2,55.1,916.0,31.5,24.4,107.0,Karachi
2025-11-02 14:00:00,49.7,56.7,1278.0,41.3,20.8,70.0,Karachi
2025-11-02 15:00:00,48.2,56.5,1490.0,47.9,17.9,43.0,Karachi
2025-11-02 16:00:00,47.3,56.3,1429.0,48.9,16.4,33.0,Karachi
2025-11-02 17:00:00,46.9,56.7,1219.0,46.7,15.6,32.0,Karachi
2025-11-02 18:00:00,46.6,56.8,996.0,43.0,14.7,34.0,Karachi
2025-11-02 19:00:00,45.1,55.3,776.0,37.8,13.3,37.0,Karachi
2025-11-02 20:00:00,41.9,52.4,544.0,31.1,11.7,42.0,Karachi
2025-11-02 21:00:00,38.3,48.9,385.0,25.0,10.5,46.0,Karachi
2025-11-02 22:00:00,34.3,45.9,304.0,19.2,9.6,50.0,Karachi
2025-11-02 23:00:00,31.4,44.4,297.0,14.0,9.1,53.0,Karachi
2025-11-03 00:00:00,28.8,42.0,436.0,11.9,8.5,53.0,Karachi
2025-11-03 01:00:00,29.2,44.6,891.0,20.9,10.2,43.0,Karachi
2025-11-03 02:00:00,34.6,51.3,1492.0,33.0,12.5,29.0,Karachi
2025-11-03 03:00:00,40.0,56.5,1797.0,39.2,14.9,26.0,Karachi
2025-11-03 04:00:00,36.0,63.3,1517.0,34.0,17.5,43.0,Karachi
2025-11-03 05:00:00,34.5,67.1,941.0,22.9,20.2,71.0,Karachi
2025-11-03 06:00:00,33.1,68.2,495.0,13.8,21.5,93.0,Karachi
2025-11-03 07:00:00,31.3,67.8,354.0,9.4,20.6,104.0,Karachi
2025-11-03 08:00:00,30.5,67.3,342.0,7.0,18.3,110.0,Karachi
2025-11-03 09:00:00,30.6,68.0,356.0,6.2,16.5,110.0,Karachi
2025-11-03 10:00:00,30.6,68.2,359.0,6.9,15.8,104.0,Karachi
2025-11-03 11:00:00,30.4,66.6,387.0,9.2,15.6,93.0,Karachi
2025-11-03 12:00:00,28.1,58.8,447.0,13.5,15.3,77.0,Karachi
2025-11-03 13:00:00,29.6,54.0,562.0,21.5,14.7,65.0,Karachi
2025-11-03 14:00:00,31.7,54.6,709.0,32.4,13.9,48.0,Karachi
2025-11-03 15:00:00,32.1,54.1,828.0,39.8,13.1,37.0,Karachi
2025-11-03 16:00:00,31.7,52.9,915.0,40.9,12.5,35.0,Karachi
2025-11-03 17:00:00,31.1,51.9,973.0,38.4,11.9,38.0,Karachi
2025-11-03 18:00:00,31.2,51.7,952.0,34.5,11.1,42.0,Karachi
2025-11-03 19:00:00,30.6,52.2,788.0,28.6,9.8,48.0,Karachi
2025-11-03 20:00:00,28.2,49.1,545.0,21.3,8.3,56.0,Karachi
2025-11-03 21:00:00,26.7,46.2,363.0,16.0,7.3,60.0,Karachi
2025-11-03 22:00:00,26.8,45.9,292.0,14.0,7.1,57.0,Karachi
2025-11-03 23:00:00,28.6,46.9,282.0,13.9,7.5,49.0,Karachi
2025-11-04 00:00:00,25.3,39.7,326.0,13.5,8.2,46.0,Karachi
2025-11-04 01:00:00,26.4,41.1,471.0,19.9,9.7,37.0,Karachi
2025-11-04 02:00:00,30.6,44.4,670.0,28.6,11.9,26.0,Karachi
2025-11-04 03:00:00,34.8,46.6,769.0,33.3,13.8,25.0,Karachi
2025-11-04 04:00:00,33.1,46.9,670.0,30.7,15.3,45.0,Karachi
2025-11-04 05:00:00,29.6,49.4,471.0,24.1,16.6,75.0,Karachi
2025-11-04 06:00:00,25.3,49.4,318.0,17.8,17.0,100.0,Karachi
2025-11-04 07:00:00,23.3,50.8,265.0,12.4,16.0,114.0,Karachi
2025-11-04 08:00:00,23.9,48.3,257.0,7.2,14.3,123.0,Karachi
2025-11-04 09:00:00,23.7,45.1,273.0,4.9,13.0,126.0,Karachi
2025-11-04 10:00:00,23.2,42.7,317.0,7.0,12.9,123.0,Karachi
2025-11-04 11:00:00,22.9,41.4,385.0,12.0,13.3,114.0,Karachi
2025-11-04 12:00:00,21.0,29.6,449.0,19.9,13.5,99.0,Karachi
2025-11-04 13:00:00,29.5,38.2,510.0,27.3,13.7,83.0,Karachi
2025-11-04 14:00:00,32.7,43.2,567.0,37.2,14.0,62.0,Karachi
2025-11-04 15:00:00,33.6,47.1,582.0,42.9,14.3,47.0,Karachi
2025-11-04 16:00:00,33.2,48.2,526.0,40.2,14.8,46.0,Karachi
2025-11-04 17:00:00,30.9,44.0,428.0,33.2,15.3,51.0,Karachi
2025-11-04 18:00:00,29.0,44.6,345.0,27.3,15.3,54.0,Karachi
2025-11-04 19:00:00,29.9,50.3,296.0,24.6,14.3,51.0,Karachi
2025-11-04 20:00:00,30.2,49.2,261.0,23.1,12.8,46.0,Karachi
2025-11-04 21:00:00,28.3,41.2,237.0,21.8,11.5,42.0,Karachi
2025-11-04 22:00:00,25.2,31.4,193.0,19.9,10.6,41.0,Karachi
2025-11-04 23:00:00,21.9,24.6,160.0,18.3,9.9,42.0,Karachi
2025-11-05 00:00:00,21.1,28.0,221.0,18.5,9.9,39.0,Karachi
2025-11-05 01:00:00,19.6,24.0,470.0,25.1,11.0,37.0,Karachi
2025-11-05 02:00:00,22.7,26.2,813.0,33.7,12.4,36.0,Karachi
2025-11-05 03:00:00,26.9,30.0,1058.0,37.5,13.4,43.0,Karachi
2025-11-05 04:00:00,28.6,32.2,1129.0,31.8,13.6,66.0,Karachi
2025-11-05 05:00:00,26.0,33.9,1101.0,21.1,13.2,97.0,Karachi
2025-11-05 06:00:00,19.7,34.9,1006.0,12.4,12.6,121.0,Karachi
2025-11-05 07:00:00,20.8,43.0,788.0,7.9,11.2,130.0,Karachi
2025-11-05 08:00:00,20.5,42.6,502.0,5.2,9.6,131.0,Karachi
2025-11-05 09:00:00,20.4,42.1,346.0,4.8,8.9,130.0,Karachi
2025-11-05 10:00:00,20.6,42.3,412.0,5.6,10.1,129.0,Karachi
2025-11-05 11:00:00,21.0,42.0,609.0,8.5,12.2,124.0,Karachi
2025-11-05 12:00:00,22.3,41.2,856.0,13.6,11.1,109.0,Karachi
2025-11-05 13:00:00,44.2,57.5,1126.0,38.8,13.0,81.0,Karachi
2025-11-05 14:00:00,54.2,64.3,1448.0,73.5,15.7,43.0,Karachi
2025-11-05 15:00:00,54.4,65.2,1826.0,99.1,18.4,15.0,Karachi
2025-11-05 16:00:00,56.3,68.7,2412.0,107.2,21.4,6.0,Karachi
2025-11-05 17:00:00,61.9,76.6,3054.0,106.2,24.3,6.0,Karachi
2025-11-05 18:00:00,67.3,83.4,3308.0,102.4,25.7,7.0,Karachi
2025-11-05 19:00:00,69.2,84.3,2855.0,97.3,24.5,6.0,Karachi
2025-11-05 20:00:00,65.7,78.2,2014.0,89.6,21.7,5.0,Karachi
2025-11-05 21:00:00,60.1,69.8,1292.0,81.1,18.8,5.0,Karachi
2025-11-05 22:00:00,55.3,63.1,818.0,71.8,15.7,4.0,Karachi
2025-11-05 23:00:00,50.8,57.3,463.0,61.9,12.6,4.0,Karachi
2025-11-06 00:00:00,53.7,63.6,351.0,68.3,17.0,5.0,Karachi
2025-11-06 01:00:00,49.9,57.7,665.0,64.7,17.6,2.0,Karachi
2025-11-06 02:00:00,56.5,63.8,1222.0,59.5,18.8,0.0,Karachi
2025-11-06 03:00:00,69.2,74.5,1600.0,53.6,22.6,10.0,Karachi
2025-11-06 04:00:00,62.2,72.2,1604.0,47.1,32.1,48.0,Karachi
2025-11-06 05:00:00,50.6,71.0,1429.0,39.9,44.1,100.0,Karachi
2025-11-06 06:00:00,46.4,70.1,1236.0,32.4,50.9,141.0,Karachi
2025-11-06 07:00:00,40.7,65.0,1059.0,23.4,47.6,163.0,Karachi
2025-11-06 08:00:00,36.3,57.5,864.0,14.2,39.1,174.0,Karachi
2025-11-06 09:00:00,35.9,55.1,709.0,8.9,32.0,178.0,Karachi
2025-11-06 10:00:00,36.1,54.5,603.0,9.5,29.0,176.0,Karachi
2025-11-06 11:00:00,36.1,54.1,537.0,13.9,27.3,166.0,Karachi
2025-11-06 12:00:00,44.6,61.5,547.0,20.0,32.4,167.0,Karachi
2025-11-06 13:00:00,52.4,67.3,681.0,28.4,28.8,139.0,Karachi
2025-11-06 14:00:00,54.0,70.1,891.0,40.1,24.0,99.0,Karachi
2025-11-06 15:00:00,53.9,72.4,1070.0,50.7,20.6,66.0,Karachi
2025-11-06 16:00:00,53.9,74.3,1206.0,59.2,20.5,45.0,Karachi
2025-11-06 17:00:00,56.6,78.5,1311.0,66.5,21.8,31.0,Karachi
2025-11-06 18:00:00,61.5,85.7,1308.0,70.4,22.5,21.0,Karachi
2025-11-06 19:00:00,63.3,86.6,1117.0,69.7,21.4,16.0,Karachi
2025-11-06 20:00:00,60.5,81.7,819.0,65.6,19.6,15.0,Karachi
2025-11-06 21:00:00,55.3,77.1,575.0,59.3,17.9,17.0,Karachi
2025-11-06 22:00:00,50.5,73.3,408.0,48.6,16.2,23.0,Karachi
2025-11-06 23:00:00,46.3,70.3,295.0,35.7,14.6,32.0,Karachi
2025-11-07 00:00:00,41.2,63.8,336.0,23.1,12.2,45.0,Karachi
2025-11-07 01:00:00,40.5,62.4,685.0,31.9,13.3,35.0,Karachi
2025-11-07 02:00:00,45.2,65.9,1188.0,43.5,14.9,22.0,Karachi
2025-11-07 03:00:00,51.8,70.5,1477.0,48.8,17.4,23.0,Karachi
2025-11-07 04:00:00,51.5,75.2,1344.0,41.9,21.8,52.0,Karachi
2025-11-07 05:00:00,49.2,81.0,998.0,28.7,27.0,95.0,Karachi
2025-11-07 06:00:00,41.1,65.2,696.0,17.6,30.1,130.0,Karachi
2025-11-07 07:00:00,31.2,46.1,520.0,11.4,29.0,148.0,Karachi
2025-11-07 08:00:00,31.2,45.3,390.0,7.3,25.7,158.0,Karachi
2025-11-07 09:00:00,32.7,46.9,320.0,6.0,23.1,161.0,Karachi
2025-11-07 10:00:00,34.0,48.1,314.0,7.9,22.5,156.0,Karachi
2025-11-07 11:00:00,34.8,48.7,369.0,12.6,22.5,145.0,Karachi
2025-11-07 12:00:00,34.2,45.1,491.0,18.8,22.5,127.0,Karachi
2025-11-07 13:00:00,40.5,51.5,741.0,27.6,20.6,104.0,Karachi
2025-11-07 14:00:00,41.9,53.8,1058.0,39.6,18.0,72.0,Karachi
2025-11-07 15:00:00,42.3,54.1,1272.0,47.2,15.9,49.0,Karachi
2025-11-07 16:00:00,42.5,54.1,1317.0,46.7,14.8,45.0,Karachi
2025-11-07 17:00:00,42.8,54.4,1260.0,41.8,14.3,51.0,Karachi
2025-11-07 18:00:00,43.5,55.1,1125.0,36.4,13.6,57.0,Karachi
2025-11-07 19:00:00,43.5,55.1,865.0,31.4,12.5,60.0,Karachi
2025-11-07 20:00:00,42.4,54.1,527.0,25.8,11.3,63.0,Karachi
2025-11-07 21:00:00,41.0,52.6,284.0,21.1,10.4,66.0,Karachi
2025-11-07 22:00:00,39.2,49.8,141.0,16.1,9.7,69.0,Karachi
2025-11-07 23:00:00,37.7,47.7,91.0,11.9,9.3,71.0,Karachi
2025-11-08 00:00:00,39.0,49.8,292.0,16.3,10.4,61.0,Karachi
2025-11-08 01:00:00,41.0,52.5,1043.0,29.1,13.0,48.0,Karachi
2025-11-08 02:00:00,50.4,63.1,2044.0,46.1,16.8,32.0,Karachi
2025-11-08 03:00:00,56.3,67.3,2548.0,54.4,20.1,30.0,Karachi
2025-11-08 04:00:00,51.9,62.9,2060.0,45.5,22.9,55.0,Karachi
2025-11-08 05:00:00,44.8,58.6,1074.0,27.9,25.4,93.0,Karachi
2025-11-08 06:00:00,39.2,51.7,329.0,13.9,26.5,123.0,Karachi
2025-11-08 07:00:00,35.0,46.4,141.0,8.1,25.5,137.0,Karachi
2025-11-08 08:00:00,34.1,45.4,194.0,5.9,23.2,143.0,Karachi
2025-11-08 09:00:00,33.6,45.3,269.0,5.5,21.2,143.0,Karachi
2025-11-08 10:00:00,32.7,45.5,277.0,5.6,20.2,135.0,Karachi
2025-11-08 11:00:00,31.9,46.7,307.0,7.5,19.6,121.0,Karachi
2025-11-08 12:00:00,36.6,52.3,414.0,13.0,20.6,109.0,Karachi
2025-11-08 13:00:00,41.6,54.7,618.0,26.8,19.6,85.0,Karachi
